year_month,variable,value
2019-11,vegetable farming,29
2019-12,vegetable farming,15
2020-01,vegetable farming,34
2019-03,vehicle restoration,52
2019-04,vehicle restoration,99
2019-05,vehicle restoration,26
2019-06,vehicle restoration,47
2019-07,vehicle restoration,72
2019-08,vehicle restoration,88
2019-09,vehicle restoration,51
2019-10,vehicle restoration,24
2019-11,vehicle restoration,58
2019-12,vehicle restoration,66
2020-01,vehicle restoration,47
2019-03,video editing,77
2019-04,video editing,81
2019-05,video editing,80
2019-06,video editing,85
2019-07,video editing,76
2019-08,video editing,78
2019-09,video editing,83
2019-10,video editing,74
2019-11,video editing,82
2019-12,video editing,81
2020-01,video editing,83
2019-03,video games,63
2019-04,video games,61
2019-05,video games,56
2019-06,video games,53
2019-07,video games,48
2019-08,video games,63
2019-09,video games,56
2019-10,video games,58
2019-11,video games,67
2019-12,video games,66
2020-01,video games,58
2019-03,videography,69
2019-04,videography,59
2019-05,videography,75
2019-06,videography,71
2019-07,videography,77
2019-08,videography,72
2019-09,videography,78
2019-10,videography,70
2019-11,videography,59
2019-12,videography,59
2020-01,videography,77
2019-03,vim,76
2019-04,vim,83
2019-05,vim,75
2019-06,vim,80
2019-07,vim,77
2019-08,vim,70
2019-09,vim,78
2019-10,vim,72
2019-11,vim,68
2019-12,vim,56
2020-01,vim,70
2019-03,volleyball,19
2019-04,volleyball,19
2019-05,volleyball,17
2019-06,volleyball,18
2019-07,volleyball,17
2019-08,volleyball,27
2019-09,volleyball,39
2019-10,volleyball,39
2019-11,volleyball,37
2019-12,volleyball,26
2020-01,volleyball,18
2019-03,volunteering,59
2019-04,volunteering,71
2019-05,volunteering,63
2019-06,volunteering,70
2019-07,volunteering,53
2019-08,volunteering,53
2019-09,volunteering,67
2019-10,volunteering,67
2019-11,volunteering,69
2019-12,volunteering,61
2020-01,volunteering,68
2019-03,vr gaming,32
2019-04,vr gaming,46
2019-05,vr gaming,47
2019-06,vr gaming,47
2019-07,vr gaming,54
2019-08,vr gaming,43
2019-09,vr gaming,40
2019-10,vr gaming,45
2019-11,vr gaming,75
2019-12,vr gaming,100
2020-01,vr gaming,46
2019-03,walking,41
2019-04,walking,34
2019-05,walking,28
2019-06,walking,30
2019-07,walking,30
2019-08,walking,29
2019-09,walking,33
2019-10,walking,35
2019-11,walking,30
2019-12,walking,26
2020-01,walking,27
2019-03,wargaming,32
2019-04,wargaming,49
2019-05,wargaming,46
2019-06,wargaming,66
2019-07,wargaming,71
2019-08,wargaming,61
2019-09,wargaming,47
2019-10,wargaming,60
2019-11,wargaming,51
2019-12,wargaming,69
2020-01,wargaming,49
2019-03,watch making,18
2019-04,watch making,18
2019-05,watch making,21
2019-06,watch making,23
2019-07,watch making,23
2019-08,watch making,23
2019-09,watch making,25
2019-10,watch making,26
2019-11,watch making,29
2019-12,watch making,24
2020-01,watch making,25
2019-03,water polo,13
2019-04,water polo,11
2019-05,water polo,12
2019-06,water polo,11
2019-07,water polo,13
2019-08,water polo,11
2019-09,water polo,16
2019-10,water polo,15
2019-11,water polo,14
2019-12,water polo,10
2020-01,water polo,10
2019-03,water sports,50
2019-04,water sports,51
2019-05,water sports,69
2019-06,water sports,79
2019-07,water sports,86
2019-08,water sports,70
2019-09,water sports,51
2019-10,water sports,42
2019-11,water sports,36
2019-12,water sports,41
2020-01,water sports,48
2019-03,wax sealing,59
2019-04,wax sealing,50
2019-05,wax sealing,61
2019-06,wax sealing,48
2019-07,wax sealing,68
2019-08,wax sealing,75
2019-09,wax sealing,37
2019-10,wax sealing,62
2019-11,wax sealing,68
2019-12,wax sealing,70
2020-01,wax sealing,56
2019-03,waxing,95
2019-04,waxing,91
2019-05,waxing,99
2019-06,waxing,100
2019-07,waxing,99
2019-08,waxing,95
2019-09,waxing,83
2019-10,waxing,77
2019-11,waxing,72
2019-12,waxing,72
2020-01,waxing,79
2019-03,weaving,79
2019-04,weaving,70
2019-05,weaving,68
2019-06,weaving,68
2019-07,weaving,69
2019-08,weaving,88
2019-09,weaving,79
2019-10,weaving,66
2019-11,weaving,72
2019-12,weaving,71
2020-01,weaving,81
2019-03,web design,40
2019-04,web design,41
2019-05,web design,37
2019-06,web design,40
2019-07,web design,39
2019-08,web design,46
2019-09,web design,48
2019-10,web design,46
2019-11,web design,40
2019-12,web design,45
2020-01,web design,53
2019-03,weight training,68
2019-04,weight training,68
2019-05,weight training,71
2019-06,weight training,71
2019-07,weight training,64
2019-08,weight training,62
2019-09,weight training,62
2019-10,weight training,58
2019-11,weight training,57
2019-12,weight training,56
2020-01,weight training,67
2019-03,weightlifting,42
2019-04,weightlifting,36
2019-05,weightlifting,38
2019-06,weightlifting,39
2019-07,weightlifting,36
2019-08,weightlifting,35
2019-09,weightlifting,36
2019-10,weightlifting,32
2019-11,weightlifting,34
2019-12,weightlifting,40
2020-01,weightlifting,40
2019-03,welding,49
2019-04,welding,53
2019-05,welding,49
2019-06,welding,48
2019-07,welding,45
2019-08,welding,50
2019-09,welding,50
2019-10,welding,52
2019-11,welding,46
2019-12,welding,45
2020-01,welding,51
2019-03,whale watching,67
2019-04,whale watching,56
2019-05,whale watching,61
2019-06,whale watching,81
2019-07,whale watching,90
2019-08,whale watching,83
2019-09,whale watching,52
2019-10,whale watching,36
2019-11,whale watching,30
2019-12,whale watching,48
2020-01,whale watching,56
2019-03,whisky,76
2019-04,whisky,69
2019-05,whisky,68
2019-06,whisky,67
2019-07,whisky,65
2019-08,whisky,61
2019-09,whisky,63
2019-10,whisky,70
2019-11,whisky,81
2019-12,whisky,99
2020-01,whisky,77
2019-03,whittling,51
2019-04,whittling,59
2019-05,whittling,45
2019-06,whittling,53
2019-07,whittling,62
2019-08,whittling,44
2019-09,whittling,56
2019-10,whittling,81
2019-11,whittling,80
2019-12,whittling,84
2020-01,whittling,59
2019-03,wikipedia editing,57
2019-04,wikipedia editing,9
2019-05,wikipedia editing,42
2019-06,wikipedia editing,27
2019-07,wikipedia editing,0
2019-08,wikipedia editing,17
2019-09,wikipedia editing,48
2019-10,wikipedia editing,47
2019-11,wikipedia editing,16
2019-12,wikipedia editing,23
2020-01,wikipedia editing,29
2019-03,wine tasting,87
2019-04,wine tasting,88
2019-05,wine tasting,93
2019-06,wine tasting,93
2019-07,wine tasting,88
2019-08,wine tasting,90
2019-09,wine tasting,83
2019-10,wine tasting,81
2019-11,wine tasting,75
2019-12,wine tasting,68
2020-01,wine tasting,75
2019-03,winemaking,19
2019-04,winemaking,50
2019-05,winemaking,35
2019-06,winemaking,39
2019-07,winemaking,43
2019-08,winemaking,46
2019-09,winemaking,73
2019-10,winemaking,53
2019-11,winemaking,27
2019-12,winemaking,22
2020-01,winemaking,37
2019-03,witchcraft,73
2019-04,witchcraft,69
2019-05,witchcraft,67
2019-06,witchcraft,70
2019-07,witchcraft,68
2019-08,witchcraft,65
2019-09,witchcraft,86
2019-10,witchcraft,96
2019-11,witchcraft,84
2019-12,witchcraft,71
2020-01,witchcraft,84
2019-03,wood carving,61
2019-04,wood carving,60
2019-05,wood carving,62
2019-06,wood carving,65
2019-07,wood carving,62
2019-08,wood carving,54
2019-09,wood carving,67
2019-10,wood carving,62
2019-11,wood carving,76
2019-12,wood carving,87
2020-01,wood carving,77
2019-03,woodworking,76
2019-04,woodworking,66
2019-05,woodworking,68
2019-06,woodworking,63
2019-07,woodworking,61
2019-08,woodworking,64
2019-09,woodworking,63
2019-10,woodworking,70
2019-11,woodworking,73
2019-12,woodworking,91
2020-01,woodworking,84
2019-03,word games,37
2019-04,word games,34
2019-05,word games,35
2019-06,word games,29
2019-07,word games,100
2019-08,word games,94
2019-09,word games,35
2019-10,word games,41
2019-11,word games,40
2019-12,word games,39
2020-01,word games,37
2019-03,word searches,52
2019-04,word searches,52
2019-05,word searches,71
2019-06,word searches,37
2019-07,word searches,24
2019-08,word searches,39
2019-09,word searches,47
2019-10,word searches,44
2019-11,word searches,50
2019-12,word searches,41
2020-01,word searches,45
2019-03,worldbuilding,58
2019-04,worldbuilding,57
2019-05,worldbuilding,84
2019-06,worldbuilding,74
2019-07,worldbuilding,57
2019-08,worldbuilding,100
2019-09,worldbuilding,60
2019-10,worldbuilding,58
2019-11,worldbuilding,92
2019-12,worldbuilding,74
2020-01,worldbuilding,73
2019-03,wrestling,87
2019-04,wrestling,44
2019-05,wrestling,43
2019-06,wrestling,41
2019-07,wrestling,39
2019-08,wrestling,39
2019-09,wrestling,41
2019-10,wrestling,49
2019-11,wrestling,61
2019-12,wrestling,71
2020-01,wrestling,83
2019-03,writing,74
2019-04,writing,73
2019-05,writing,65
2019-06,writing,52
2019-07,writing,46
2019-08,writing,62
2019-09,writing,87
2019-10,writing,84
2019-11,writing,74
2019-12,writing,63
2020-01,writing,73
2019-03,writing music,61
2019-04,writing music,60
2019-05,writing music,56
2019-06,writing music,37
2019-07,writing music,43
2019-08,writing music,50
2019-09,writing music,63
2019-10,writing music,73
2019-11,writing music,71
2019-12,writing music,53
2020-01,writing music,65
2019-03,yoga,66
2019-04,yoga,63
2019-05,yoga,60
2019-06,yoga,65
2019-07,yoga,65
2019-08,yoga,61
2019-09,yoga,61
2019-10,yoga,58
2019-11,yoga,62
2019-12,yoga,63
2020-01,yoga,72
2019-03,zoo,67
2019-04,zoo,71
2019-05,zoo,73
2019-06,zoo,81
2019-07,zoo,80
2019-08,zoo,72
2019-09,zoo,52
2019-10,zoo,55
2019-11,zoo,49
2019-12,zoo,64
2020-01,zoo,41
2019-03,zumba,34
2019-04,zumba,31
2019-05,zumba,31
2019-06,zumba,31
2019-07,zumba,30
2019-08,zumba,30
2019-09,zumba,29
2019-10,zumba,27
2019-11,zumba,26
2019-12,zumba,24
2020-01,zumba,35
