variable,group,value
wine tasting,2020-12,49
wine tasting,2021-01,45
wine tasting,2021-02,60
wine tasting,2021-03,63
wine tasting,2021-04,70
wine tasting,2021-05,76
wine tasting,2021-06,69
wine tasting,2021-07,74
wine tasting,2021-08,70
wine tasting,2021-09,75
wine tasting,2021-10,80
mazes,2019-01,8
mazes,2019-02,7
mazes,2019-03,6
mazes,2019-04,7
mazes,2019-05,7
mazes,2019-06,4
mazes,2019-07,5
mazes,2019-08,7
mazes,2019-09,18
mazes,2019-10,35
mazes,2019-11,8
mazes,2019-12,4
mazes,2020-01,5
mazes,2020-02,5
mazes,2020-03,6
mazes,2020-04,7
mazes,2020-05,5
mazes,2020-06,4
mazes,2020-07,4
mazes,2020-08,5
mazes,2020-09,14
mazes,2020-10,31
mazes,2020-11,4
mazes,2020-12,4
mazes,2021-01,4
mazes,2021-02,4
mazes,2021-03,5
mazes,2021-04,4
mazes,2021-05,4
mazes,2021-06,5
mazes,2021-07,5
mazes,2021-08,5
mazes,2021-09,16
mazes,2021-10,30
gold prospecting,2019-01,15
gold prospecting,2019-02,17
gold prospecting,2019-03,11
gold prospecting,2019-04,18
gold prospecting,2019-05,10
gold prospecting,2019-06,18
gold prospecting,2019-07,15
gold prospecting,2019-08,16
gold prospecting,2019-09,11
gold prospecting,2019-10,7
gold prospecting,2019-11,8
gold prospecting,2019-12,10
gold prospecting,2020-01,12
gold prospecting,2020-02,13
gold prospecting,2020-03,11
gold prospecting,2020-04,11
gold prospecting,2020-05,13
gold prospecting,2020-06,12
gold prospecting,2020-07,14
gold prospecting,2020-08,15
gold prospecting,2020-09,8
gold prospecting,2020-10,10
gold prospecting,2020-11,13
gold prospecting,2020-12,15
gold prospecting,2021-01,12
gold prospecting,2021-02,15
gold prospecting,2021-03,10
gold prospecting,2021-04,14
gold prospecting,2021-05,9
gold prospecting,2021-06,11
gold prospecting,2021-07,10
gold prospecting,2021-08,12
gold prospecting,2021-09,9
gold prospecting,2021-10,12
english,2019-01,81
english,2019-02,81
english,2019-03,82
english,2019-04,82
english,2019-05,87
english,2019-06,73
english,2019-07,70
english,2019-08,73
english,2019-09,84
english,2019-10,89
english,2019-11,82
english,2019-12,78
english,2020-01,84
english,2020-02,87
english,2020-03,88
english,2020-04,97
english,2020-05,89
english,2020-06,79
english,2020-07,77
english,2020-08,81
english,2020-09,100
english,2020-10,93
english,2020-11,80
english,2020-12,82
english,2021-01,85
english,2021-02,91
english,2021-03,87
english,2021-04,88
english,2021-05,88
english,2021-06,80
english,2021-07,80
english,2021-08,80
english,2021-09,86
english,2021-10,85
skimboarding,2019-01,1
skimboarding,2019-02,2
skimboarding,2019-03,5
skimboarding,2019-04,4
skimboarding,2019-05,2
skimboarding,2019-06,7
skimboarding,2019-07,8
skimboarding,2019-08,9
skimboarding,2019-09,5
skimboarding,2019-10,3
skimboarding,2019-11,2
skimboarding,2019-12,3
skimboarding,2020-01,4
skimboarding,2020-02,3
skimboarding,2020-03,4
skimboarding,2020-04,2
skimboarding,2020-05,7
skimboarding,2020-06,13
skimboarding,2020-07,10
skimboarding,2020-08,13
skimboarding,2020-09,6
skimboarding,2020-10,4
skimboarding,2020-11,7
skimboarding,2020-12,3
skimboarding,2021-01,3
skimboarding,2021-02,2
skimboarding,2021-03,7
skimboarding,2021-04,3
skimboarding,2021-05,4
skimboarding,2021-06,12
skimboarding,2021-07,8
skimboarding,2021-08,6
skimboarding,2021-09,5
skimboarding,2021-10,3
dowsing,2019-01,17
dowsing,2019-02,19
dowsing,2019-03,16
dowsing,2019-04,16
dowsing,2019-05,20
dowsing,2019-06,18
dowsing,2019-07,20
dowsing,2019-08,25
dowsing,2019-09,24
dowsing,2019-10,20
dowsing,2019-11,18
dowsing,2019-12,18
dowsing,2020-01,18
dowsing,2020-02,23
dowsing,2020-03,19
dowsing,2020-04,21
dowsing,2020-05,18
dowsing,2020-06,32
dowsing,2020-07,26
dowsing,2020-08,29
dowsing,2020-09,25
dowsing,2020-10,19
dowsing,2020-11,17
dowsing,2020-12,23
dowsing,2021-01,25
dowsing,2021-02,21
dowsing,2021-03,21
dowsing,2021-04,31
dowsing,2021-05,28
dowsing,2021-06,27
dowsing,2021-07,30
dowsing,2021-08,35
dowsing,2021-09,21
dowsing,2021-10,32
pilates,2019-01,39
pilates,2019-02,36
pilates,2019-03,35
pilates,2019-04,34
pilates,2019-05,35
pilates,2019-06,35
pilates,2019-07,36
pilates,2019-08,35
pilates,2019-09,35
pilates,2019-10,33
pilates,2019-11,33
pilates,2019-12,32
pilates,2020-01,40
pilates,2020-02,37
pilates,2020-03,31
pilates,2020-04,26
pilates,2020-05,25
pilates,2020-06,27
pilates,2020-07,26
pilates,2020-08,25
pilates,2020-09,27
pilates,2020-10,25
pilates,2020-11,23
pilates,2020-12,23
pilates,2021-01,31
pilates,2021-02,31
pilates,2021-03,30
pilates,2021-04,32
pilates,2021-05,34
pilates,2021-06,34
pilates,2021-07,35
pilates,2021-08,33
pilates,2021-09,33
pilates,2021-10,33
couch surfing,2019-01,9
couch surfing,2019-02,11
couch surfing,2019-03,10
couch surfing,2019-04,11
couch surfing,2019-05,14
couch surfing,2019-06,11
couch surfing,2019-07,9
couch surfing,2019-08,13
couch surfing,2019-09,7
couch surfing,2019-10,7
couch surfing,2019-11,14
couch surfing,2019-12,7
couch surfing,2020-01,6
couch surfing,2020-02,9
couch surfing,2020-03,9
couch surfing,2020-04,4
couch surfing,2020-05,5
couch surfing,2020-06,8
couch surfing,2020-07,6
couch surfing,2020-08,7
couch surfing,2020-09,5
couch surfing,2020-10,6
couch surfing,2020-11,3
couch surfing,2020-12,5
couch surfing,2021-01,10
couch surfing,2021-02,5
couch surfing,2021-03,5
couch surfing,2021-04,7
couch surfing,2021-05,6
couch surfing,2021-06,7
couch surfing,2021-07,6
couch surfing,2021-08,7
couch surfing,2021-09,4
couch surfing,2021-10,7
urban exploration,2019-01,17
urban exploration,2019-02,14
urban exploration,2019-03,17
urban exploration,2019-04,17
urban exploration,2019-05,13
urban exploration,2019-06,11
urban exploration,2019-07,11
urban exploration,2019-08,13
urban exploration,2019-09,17
urban exploration,2019-10,12
urban exploration,2019-11,12
urban exploration,2019-12,10
urban exploration,2020-01,9
urban exploration,2020-02,12
urban exploration,2020-03,16
urban exploration,2020-04,12
urban exploration,2020-05,15
urban exploration,2020-06,7
urban exploration,2020-07,12
urban exploration,2020-08,16
urban exploration,2020-09,14
urban exploration,2020-10,12
urban exploration,2020-11,13
urban exploration,2020-12,10
urban exploration,2021-01,10
urban exploration,2021-02,8
urban exploration,2021-03,9
urban exploration,2021-04,9
urban exploration,2021-05,8
urban exploration,2021-06,12
urban exploration,2021-07,9
urban exploration,2021-08,8
urban exploration,2021-09,10
urban exploration,2021-10,11
slot car,2019-01,14
slot car,2019-02,15
slot car,2019-03,14
slot car,2019-04,11
slot car,2019-05,10
slot car,2019-06,11
slot car,2019-07,11
slot car,2019-08,9
slot car,2019-09,11
slot car,2019-10,13
slot car,2019-11,18
slot car,2019-12,25
slot car,2020-01,18
slot car,2020-02,15
slot car,2020-03,14
slot car,2020-04,12
slot car,2020-05,11
slot car,2020-06,11
slot car,2020-07,13
slot car,2020-08,12
slot car,2020-09,10
slot car,2020-10,15
slot car,2020-11,19
slot car,2020-12,25
slot car,2021-01,18
slot car,2021-02,16
slot car,2021-03,14
slot car,2021-04,13
slot car,2021-05,12
slot car,2021-06,10
slot car,2021-07,10
slot car,2021-08,11
slot car,2021-09,11
slot car,2021-10,11
watching television,2019-01,13
watching television,2019-02,21
watching television,2019-03,20
watching television,2019-04,20
watching television,2019-05,18
watching television,2019-06,8
watching television,2019-07,6
watching television,2019-08,14
watching television,2019-09,15
watching television,2019-10,18
watching television,2019-11,26
watching television,2019-12,18
watching television,2020-01,21
watching television,2020-02,26
watching television,2020-03,16
watching television,2020-04,27
watching television,2020-05,24
watching television,2020-06,14
watching television,2020-07,10
watching television,2020-08,8
watching television,2020-09,28
watching television,2020-10,19
watching television,2020-11,19
watching television,2020-12,17
watching television,2021-01,19
watching television,2021-02,22
watching television,2021-03,26
watching television,2021-04,20
watching television,2021-05,20
watching television,2021-06,20
watching television,2021-07,9
watching television,2021-08,7
watching television,2021-09,17
watching television,2021-10,46
car tuning,2019-01,28
car tuning,2019-02,31
car tuning,2019-03,33
car tuning,2019-04,41
car tuning,2019-05,32
car tuning,2019-06,30
car tuning,2019-07,24
car tuning,2019-08,38
car tuning,2019-09,31
car tuning,2019-10,29
car tuning,2019-11,26
car tuning,2019-12,25
car tuning,2020-01,31
car tuning,2020-02,40
car tuning,2020-03,42
car tuning,2020-04,34
car tuning,2020-05,32
car tuning,2020-06,41
car tuning,2020-07,32
car tuning,2020-08,38
car tuning,2020-09,39
car tuning,2020-10,42
car tuning,2020-11,38
car tuning,2020-12,36
car tuning,2021-01,30
car tuning,2021-02,33
car tuning,2021-03,42
car tuning,2021-04,49
car tuning,2021-05,33
car tuning,2021-06,34
car tuning,2021-07,35
car tuning,2021-08,31
car tuning,2021-09,35
car tuning,2021-10,24
tapestry,2019-01,65
tapestry,2019-02,61
tapestry,2019-03,60
tapestry,2019-04,57
tapestry,2019-05,53
tapestry,2019-06,65
tapestry,2019-07,73
tapestry,2019-08,86
tapestry,2019-09,72
tapestry,2019-10,57
tapestry,2019-11,67
tapestry,2019-12,67
tapestry,2020-01,63
tapestry,2020-02,61
tapestry,2020-03,66
tapestry,2020-04,98
tapestry,2020-05,90
tapestry,2020-06,77
tapestry,2020-07,85
tapestry,2020-08,100
tapestry,2020-09,81
tapestry,2020-10,70
tapestry,2020-11,74
tapestry,2020-12,83
tapestry,2021-01,79
tapestry,2021-02,79
tapestry,2021-03,69
tapestry,2021-04,65
tapestry,2021-05,60
tapestry,2021-06,60
tapestry,2021-07,63
tapestry,2021-08,81
tapestry,2021-09,68
tapestry,2021-10,57
medical science,2019-01,46
medical science,2019-02,52
medical science,2019-03,49
medical science,2019-04,53
medical science,2019-05,54
medical science,2019-06,44
medical science,2019-07,43
medical science,2019-08,45
medical science,2019-09,51
medical science,2019-10,55
medical science,2019-11,47
medical science,2019-12,45
medical science,2020-01,55
medical science,2020-02,49
medical science,2020-03,45
medical science,2020-04,47
medical science,2020-05,50
medical science,2020-06,43
medical science,2020-07,45
medical science,2020-08,50
medical science,2020-09,51
medical science,2020-10,46
medical science,2020-11,38
medical science,2020-12,39
medical science,2021-01,41
medical science,2021-02,39
medical science,2021-03,40
medical science,2021-04,45
medical science,2021-05,46
medical science,2021-06,35
medical science,2021-07,37
medical science,2021-08,41
medical science,2021-09,47
medical science,2021-10,46
go,2019-01,36
go,2019-02,35
go,2019-03,36
go,2019-04,35
go,2019-05,35
go,2019-06,36
go,2019-07,38
go,2019-08,36
go,2019-09,35
go,2019-10,33
go,2019-11,34
go,2019-12,33
go,2020-01,34
go,2020-02,36
go,2020-03,37
go,2020-04,39
go,2020-05,39
go,2020-06,36
go,2020-07,39
go,2020-08,38
go,2020-09,35
go,2020-10,35
go,2020-11,34
go,2020-12,35
go,2021-01,36
go,2021-02,37
go,2021-03,38
go,2021-04,35
go,2021-05,37
go,2021-06,36
go,2021-07,37
go,2021-08,36
go,2021-09,35
go,2021-10,35
